Id,Probability
219, 0.899285
220, 0.903065
221, 0.896707
222, 0.901989
223, 0.883463
224, 0.900321
225, 0.901266
226, 0.836670
227, 0.899862
228, 0.890654
229, 0.838712
230, 0.446518
231, 0.551005
232, 0.900732
233, 0.901301
234, 0.901297
235, 0.903680
236, 0.726371
237, 0.826013
238, 0.903416
239, 0.895595
240, 0.881513
241, 0.857154
242, 0.900487
243, 0.901814
244, 0.866389
245, 0.832813
246, 0.901832
247, 0.893544
248, 0.903152
249, 0.882190
250, 0.733118
251, 0.895356
252, 0.675162
253, 0.902138
254, 0.848798
255, 0.903620
256, 0.900360
257, 0.876704
258, 0.782685
259, 0.876069
260, 0.793525
261, 0.898604
262, 0.897206
263, 0.903284
264, 0.870377
265, 0.853370
266, 0.898361
267, 0.884545
268, 0.888843
269, 0.624935
270, 0.901841
271, 0.881013
272, 0.811314
273, 0.902283
274, 0.899783
275, 0.902750
276, 0.877843
277, 0.900551
278, 0.900951
279, 0.854429
280, 0.893784
281, 0.336599
282, 0.893257
283, 0.858646
284, 0.901241
285, 0.885226
286, 0.883126
287, 0.897481
288, 0.874963
289, 0.809171
290, 0.869778
291, 0.494417
292, 0.903225
293, 0.891885
294, 0.883724
295, 0.903326
296, 0.813863
297, 0.900904
298, 0.896717
299, 0.903414
300, 0.902802
301, 0.854882
302, 0.901210
303, 0.902067
304, 0.869303
305, 0.663113
306, 0.878860
307, 0.903645
308, 0.559179
309, 0.580158
310, 0.882361
311, 0.380831
312, 0.881601
313, 0.588643
314, 0.879694
315, 0.826106
316, 0.847516
317, 0.517591
318, 0.885419
319, 0.887095
320, 0.801697
321, 0.850209
322, 0.883573
323, 0.882482
324, 0.882302
325, 0.786923
326, 0.902402
327, 0.900759
328, 0.902195
329, 0.895702
330, 0.902040
331, 0.865257
332, 0.898577
333, 0.882234
334, 0.896975
335, 0.881398
336, 0.875570
337, 0.896506
338, 0.545892
339, 0.898436
340, 0.896612
341, 0.903262
342, 0.900057
343, 0.881571
344, 0.893987
345, 0.899854
346, 0.898770
347, 0.460716
348, 0.602780
349, 0.898179
350, 0.900620
351, 0.846715
352, 0.884280
353, 0.903541
354, 0.880147
355, 0.883666
356, 0.902405
357, 0.561405
358, 0.903128
359, 0.896077
360, 0.799586
361, 0.896974
362, 0.898499
363, 0.902292
364, 0.897300
365, 0.812495
366, 0.809791
367, 0.844279
368, 0.855817
369, 0.885377
370, 0.698021
371, 0.899592
372, 0.851389
373, 0.900835
374, 0.899789
375, 0.900389
376, 0.903578
377, 0.873556
378, 0.902966
379, 0.882841
380, 0.898888
381, 0.883198
382, 0.899708
383, 0.895213
384, 0.588008
385, 0.886429
386, 0.902633
387, 0.903130
388, 0.898182
389, 0.882279
390, 0.884610
391, 0.903269
392, 0.902027
393, 0.885026
394, 0.767792
395, 0.903278
396, 0.903273
397, 0.890481
398, 0.778863
399, 0.902191
400, 0.880289
401, 0.886955
402, 0.903536
403, 0.881002
404, 0.903728
405, 0.353974
406, 0.319376
407, 0.898554
408, 0.756257
409, 0.863815
410, 0.880995
411, 0.879495
412, 0.895566
413, 0.879987
414, 0.898817
415, 0.901672
416, 0.520678
417, 0.818656
418, 0.891415
419, 0.896176
420, 0.894920
421, 0.902477
422, 0.901596
423, 0.891142
424, 0.902928
425, 0.902367
426, 0.902853
427, 0.883039
428, 0.899835
429, 0.866159
430, 0.900350
431, 0.524680
432, 0.902764
433, 0.899183
434, 0.898186
435, 0.879549
436, 0.893289
437, 0.884982
438, 0.831511
439, 0.901949
440, 0.876989
441, 0.900302
442, 0.893576
443, 0.886056
444, 0.903808
445, 0.885540
446, 0.677392
447, 0.886829
448, 0.830929
449, 0.890337
450, 0.902634
451, 0.893573
452, 0.902419
453, 0.845294
454, 0.884391
455, 0.872805
456, 0.896657
457, 0.872974
458, 0.899135
459, 0.868463
460, 0.896770
461, 0.898319
462, 0.856569
463, 0.900965
464, 0.870637
465, 0.829573
466, 0.902735
467, 0.901305
468, 0.881338
469, 0.902848
470, 0.674999
471, 0.903390
472, 0.900344
473, 0.434598
474, 0.892609
475, 0.896291
476, 0.902072
477, 0.901705
478, 0.900328
479, 0.882286
480, 0.901838
481, 0.888608
482, 0.903456
483, 0.877334
484, 0.877082
485, 0.902906
486, 0.732147
487, 0.895600
488, 0.872435
489, 0.695754
490, 0.894494
491, 0.901458
492, 0.897333
493, 0.724270
494, 0.901288
495, 0.734080
496, 0.899044
497, 0.900028
498, 0.897695
499, 0.864072
500, 0.885468
501, 0.881856
502, 0.899893
503, 0.860800
504, 0.881754
505, 0.901562
506, 0.634990
507, 0.876932
508, 0.903031
509, 0.902160
510, 0.900647
511, 0.897899
512, 0.724965
513, 0.876161
514, 0.898744
515, 0.897848
516, 0.539566
517, 0.901637
518, 0.900587
519, 0.902568
520, 0.898733
521, 0.902887
522, 0.900998
523, 0.804433
524, 0.860956
525, 0.874118
526, 0.375624
527, 0.797426
528, 0.895257
529, 0.684102
530, 0.880774
531, 0.902048
532, 0.903507
533, 0.867196
534, 0.904232
535, 0.899316
536, 0.902478
537, 0.869576
538, 0.838125
539, 0.882830
540, 0.903194
541, 0.883251
542, 0.880870
543, 0.889520
544, 0.814254
545, 0.895423
546, 0.902760
547, 0.874712
548, 0.903314
549, 0.903350
550, 0.769968
551, 0.762625
552, 0.855387
553, 0.899498
554, 0.900548
555, 0.871048
556, 0.860600
557, 0.869482
558, 0.881040
559, 0.818678
560, 0.880108
561, 0.903419
562, 0.900679
563, 0.881025
564, 0.878277
565, 0.860704
566, 0.901163
567, 0.903197
568, 0.850374
569, 0.483677
570, 0.862802
571, 0.771681
572, 0.896829
573, 0.848692
574, 0.885777
575, 0.890430
576, 0.901620
577, 0.878296
578, 0.900228
579, 0.857341
580, 0.902263
581, 0.899138
582, 0.899191
583, 0.902374
584, 0.879840
585, 0.891458
586, 0.887538
587, 0.900217
588, 0.805404
589, 0.898920
590, 0.899955
591, 0.864163
592, 0.880729
593, 0.882700
594, 0.901779
595, 0.818096
596, 0.901363
597, 0.898006
598, 0.881787
599, 0.880908
600, 0.901695
601, 0.901110
602, 0.862497
603, 0.899567
604, 0.883296
605, 0.864085
606, 0.899776
607, 0.702491
608, 0.898593
609, 0.719829
610, 0.898963
611, 0.842495
612, 0.902597
613, 0.901474
614, 0.878814
615, 0.899521
616, 0.903615
617, 0.807826
618, 0.883670
619, 0.899928
620, 0.896201
621, 0.901706
622, 0.884862
623, 0.899358
624, 0.895735
625, 0.853539
626, 0.447487
627, 0.763074
628, 0.849548
629, 0.901117
630, 0.809125
631, 0.902370
632, 0.897306
633, 0.903428
634, 0.894366
635, 0.748362
636, 0.903608
637, 0.901750
638, 0.898941
639, 0.815679
640, 0.902676
641, 0.901230
642, 0.667032
643, 0.747383
644, 0.688160
645, 0.865930
646, 0.752790
647, 0.870243
648, 0.880647
649, 0.903280
650, 0.884462
651, 0.597441
652, 0.899710
653, 0.859887
654, 0.671699
655, 0.899471
656, 0.899139
657, 0.900485
658, 0.885603
659, 0.794551
660, 0.806646
661, 0.895487
662, 0.577927
663, 0.828191
664, 0.779989
665, 0.496455
666, 0.903497
667, 0.896230
668, 0.867581
669, 0.732615
670, 0.895022
671, 0.901923
672, 0.866552
673, 0.896645
674, 0.902674
675, 0.674028
676, 0.819264
677, 0.866125
678, 0.897770
679, 0.876792
680, 0.814135
681, 0.844330
682, 0.882658
683, 0.892612
684, 0.885029
685, 0.681693
686, 0.903534
687, 0.902633
688, 0.902997
689, 0.848535
690, 0.899622
691, 0.896438
692, 0.695127
693, 0.896969
694, 0.881372
695, 0.896866
696, 0.899667
697, 0.903576
698, 0.871646
699, 0.645153
700, 0.901150
701, 0.886517
702, 0.750669
703, 0.799395
704, 0.405005
705, 0.897664
706, 0.886450
707, 0.878811
708, 0.900888
709, 0.884656
710, 0.885532
711, 0.893507
712, 0.737706
713, 0.899090
714, 0.901017
715, 0.900054
716, 0.406459
717, 0.886437
718, 0.890425
719, 0.882529
720, 0.886465
721, 0.886774
722, 0.895603
723, 0.886720
724, 0.899143
725, 0.707556
726, 0.899288
727, 0.896890
728, 0.881467
729, 0.890359
730, 0.443781
731, 0.898005
732, 0.895437
733, 0.902948
734, 0.899344
735, 0.706968
736, 0.882528
737, 0.874818
738, 0.769466
739, 0.899371
740, 0.902084
741, 0.864252
742, 0.899400
743, 0.876237
744, 0.898999
745, 0.868640
746, 0.857673
747, 0.885802
748, 0.879152
749, 0.863590
750, 0.890403
751, 0.807917
752, 0.902231
753, 0.902546
754, 0.903189
755, 0.862265
756, 0.900236
757, 0.895995
758, 0.901014
759, 0.901182
760, 0.899961
761, 0.901718
762, 0.888450
763, 0.855074
764, 0.885917
765, 0.898635
766, 0.854510
767, 0.902069
768, 0.858481
769, 0.900586
770, 0.819813
771, 0.901184
772, 0.836235
773, 0.842444
774, 0.900264
775, 0.845582
776, 0.849118
777, 0.874916
778, 0.899682
779, 0.899868
780, 0.580373
781, 0.788903
782, 0.880851
783, 0.898409
784, 0.845280
785, 0.897251
786, 0.767212
787, 0.892137
788, 0.894064
789, 0.820022
790, 0.612120
791, 0.896216
792, 0.492878
793, 0.586137
794, 0.894968
795, 0.653781
796, 0.903022
797, 0.847720
798, 0.869386
799, 0.744698
800, 0.895130
801, 0.884931
802, 0.899244
803, 0.839669
804, 0.882650
805, 0.572082
806, 0.882961
807, 0.902926
808, 0.845835
809, 0.891604
810, 0.863253
811, 0.834478
812, 0.898406
813, 0.895635
814, 0.881875
815, 0.784718
816, 0.890639
817, 0.902891
818, 0.883488
819, 0.901914
820, 0.875078
821, 0.896735
822, 0.763833
823, 0.901924
824, 0.896014
825, 0.900090
826, 0.898973
827, 0.888748
828, 0.850600
829, 0.882477
830, 0.895342
831, 0.789992
832, 0.869850
833, 0.799542
834, 0.884984
835, 0.878124
836, 0.863624
837, 0.832432
838, 0.896137
839, 0.875393
840, 0.410401
841, 0.825156
842, 0.818744
843, 0.807827
844, 0.888988
845, 0.413769
846, 0.290254
847, 0.899648
848, 0.903095
849, 0.826661
850, 0.865103
851, 0.879571
852, 0.902219
853, 0.803546
854, 0.879445
855, 0.904028
856, 0.895965
857, 0.893126
858, 0.883975
859, 0.902961
860, 0.875174
861, 0.561608
862, 0.903232
863, 0.883936
864, 0.900457
865, 0.900057
866, 0.901470
867, 0.902499
868, 0.887523
869, 0.848682
870, 0.903646
871, 0.901010
872, 0.877527
873, 0.902077
874, 0.903217
875, 0.903443
876, 0.843022
877, 0.900461
878, 0.895845
879, 0.903232
880, 0.880383
881, 0.897947
882, 0.884189
883, 0.663637
884, 0.878322
885, 0.903511
886, 0.896546
887, 0.823704
888, 0.455390
889, 0.865306
890, 0.893185
891, 0.886368
892, 0.900058
893, 0.438111
894, 0.539939
895, 0.896648
896, 0.895293
897, 0.900107
898, 0.903352
899, 0.897873
900, 0.886842
901, 0.874179
902, 0.891574
903, 0.899874
904, 0.901889
905, 0.902024
906, 0.882220
907, 0.783472
908, 0.773480
909, 0.871029
910, 0.898909
911, 0.898975
912, 0.845368
913, 0.903093
914, 0.865695
915, 0.838778
916, 0.894981
917, 0.883448
918, 0.895309
919, 0.897804
920, 0.884393
921, 0.860099
922, 0.867547
923, 0.776440
924, 0.900186
925, 0.899705
926, 0.842904
927, 0.869981
928, 0.897004
929, 0.878511
930, 0.542536
931, 0.523794
932, 0.880542
933, 0.893955
934, 0.834451
935, 0.903655
936, 0.903466
937, 0.901319
938, 0.881470
939, 0.846638
940, 0.903179
941, 0.881992
942, 0.903266
943, 0.747172
944, 0.831089
945, 0.898811
946, 0.897362
947, 0.892016
948, 0.880956
949, 0.881306
950, 0.883649
951, 0.903274
952, 0.792312
953, 0.890318
954, 0.902991
955, 0.777198
956, 0.892990
957, 0.898031
958, 0.897488
959, 0.899321
960, 0.902148
961, 0.901584
962, 0.900253
963, 0.902900
964, 0.865151
965, 0.897536
966, 0.879031
967, 0.873756
968, 0.894441
969, 0.796997
970, 0.756921
971, 0.902547
972, 0.547247
973, 0.898526
974, 0.871919
975, 0.885387
976, 0.852755
977, 0.883103
978, 0.895486
979, 0.857343
980, 0.348325
981, 0.903046
982, 0.902883
983, 0.901275
984, 0.903041
985, 0.861721
986, 0.546447
987, 0.901966
988, 0.899833
989, 0.897685
990, 0.881731
991, 0.898538
992, 0.902888
993, 0.900358
994, 0.865636
995, 0.903350
996, 0.500113
997, 0.902217
998, 0.879100
999, 0.899317
1000, 0.901335
1001, 0.903417
1002, 0.872073
1003, 0.881058
1004, 0.900609
1005, 0.889631
1006, 0.865020
1007, 0.862682
1008, 0.902090
1009, 0.900502
1010, 0.900842
1011, 0.900945
1012, 0.899212
1013, 0.882915
1014, 0.857283
1015, 0.900832
1016, 0.777836
1017, 0.902929
1018, 0.710279
1019, 0.896757
1020, 0.903334
1021, 0.866981
1022, 0.801722
1023, 0.896282
1024, 0.726477
1025, 0.899430
1026, 0.901628
1027, 0.846703
1028, 0.895992
1029, 0.903229
1030, 0.901030
1031, 0.883657
1032, 0.856720
1033, 0.854314
1034, 0.848198
1035, 0.903052
1036, 0.897933
1037, 0.868881
1038, 0.902234
1039, 0.901546
1040, 0.903497
1041, 0.801070
1042, 0.607487
1043, 0.865192
1044, 0.875931
1045, 0.878976
1046, 0.883066
1047, 0.897770
1048, 0.898652
1049, 0.897386
1050, 0.883931
1051, 0.900383
1052, 0.888519
1053, 0.846020
1054, 0.901869
1055, 0.833675
1056, 0.903191
1057, 0.902657
1058, 0.894460
1059, 0.880819
1060, 0.888039
1061, 0.880558
1062, 0.892411
1063, 0.886389
1064, 0.898089
1065, 0.860794
1066, 0.879355
1067, 0.896896
1068, 0.902849
1069, 0.882088
1070, 0.900287
1071, 0.896948
1072, 0.853907
1073, 0.695596
1074, 0.897664
1075, 0.899680
1076, 0.821744
1077, 0.896215
1078, 0.900649
1079, 0.765507
1080, 0.896013
1081, 0.895953
1082, 0.733190
1083, 0.898416
1084, 0.890720
1085, 0.894944
1086, 0.901432
1087, 0.878840
1088, 0.851329
1089, 0.671985
1090, 0.901516
1091, 0.884129
1092, 0.886639
1093, 0.819064
1094, 0.899820
1095, 0.818994
1096, 0.886943
1097, 0.863968
1098, 0.841993
1099, 0.863937
1100, 0.892826
1101, 0.897082
1102, 0.900305
1103, 0.867102
1104, 0.901494
1105, 0.878570
1106, 0.877934
1107, 0.895634
1108, 0.857712
1109, 0.882360
1110, 0.898265
1111, 0.883956
1112, 0.897793
1113, 0.896788
1114, 0.897581
1115, 0.884137
1116, 0.896722
1117, 0.870538
1118, 0.779136
1119, 0.898079
1120, 0.896315
1121, 0.894276
1122, 0.902627
1123, 0.894691
1124, 0.871538
1125, 0.899496
1126, 0.786156
1127, 0.899880
1128, 0.630106
1129, 0.880458
1130, 0.882278
1131, 0.898513
1132, 0.395579
1133, 0.870805
1134, 0.802168
1135, 0.717268
1136, 0.883822
1137, 0.902254
1138, 0.866990
1139, 0.898759
1140, 0.898198
1141, 0.894707
1142, 0.900340
1143, 0.743542
1144, 0.556593
1145, 0.884906
1146, 0.832150
1147, 0.863431
1148, 0.899000
1149, 0.879841
1150, 0.899624
1151, 0.897709
1152, 0.858796
1153, 0.903161
1154, 0.884828
1155, 0.860720
1156, 0.898610
1157, 0.450271
1158, 0.328936
1159, 0.875347
1160, 0.900396
1161, 0.617456
1162, 0.889149
1163, 0.860345
1164, 0.894545
1165, 0.766333
1166, 0.869406
1167, 0.526730
1168, 0.900358
1169, 0.898525
1170, 0.878485
1171, 0.455490
1172, 0.880768
1173, 0.867477
1174, 0.897477
1175, 0.829672
1176, 0.652722
1177, 0.308702
1178, 0.756301
1179, 0.896157
1180, 0.880424
1181, 0.738522
1182, 0.876551
1183, 0.841407
1184, 0.743078
1185, 0.895109
1186, 0.812303
1187, 0.833161
1188, 0.364357
1189, 0.839536
1190, 0.902989
1191, 0.469530
1192, 0.901886
1193, 0.566165
1194, 0.898038
1195, 0.799029
1196, 0.903305
1197, 0.901797
1198, 0.900960
1199, 0.822133
1200, 0.876798
1201, 0.894242
1202, 0.901749
1203, 0.902596
1204, 0.902903
1205, 0.876328
1206, 0.900832
1207, 0.446075
1208, 0.895715
1209, 0.801195
1210, 0.898222
1211, 0.869776
1212, 0.847805
1213, 0.902855
1214, 0.903597
1215, 0.303719
1216, 0.883238
1217, 0.845082
1218, 0.902473
1219, 0.796872
1220, 0.884043
1221, 0.840916
1222, 0.879283
1223, 0.828398
1224, 0.902957
1225, 0.870252
1226, 0.900052
1227, 0.902413
1228, 0.841629
1229, 0.468719
1230, 0.430365
1231, 0.901092
1232, 0.743927
1233, 0.897712
1234, 0.378021
1235, 0.318417
1236, 0.901818
1237, 0.869977
1238, 0.345472
1239, 0.869064
1240, 0.879944
1241, 0.903221
1242, 0.880042
1243, 0.898860
1244, 0.878451
1245, 0.872859
1246, 0.741491
1247, 0.877611
1248, 0.903831
1249, 0.859184
1250, 0.900661
1251, 0.746370
1252, 0.720440
1253, 0.902900
1254, 0.824861
1255, 0.864442
1256, 0.862779
1257, 0.897802
1258, 0.894908
1259, 0.901355
1260, 0.736527
1261, 0.880529
1262, 0.768715
1263, 0.850541
1264, 0.901583
1265, 0.903389
1266, 0.893644
1267, 0.889511
1268, 0.838310
1269, 0.896628
1270, 0.896047
1271, 0.902742
1272, 0.749768
1273, 0.751598
1274, 0.880934
1275, 0.536262
1276, 0.489468
1277, 0.885024
1278, 0.628815
1279, 0.861693
1280, 0.892271
1281, 0.677807
1282, 0.903172
1283, 0.843784
1284, 0.837911
1285, 0.901554
1286, 0.902803
1287, 0.899238
1288, 0.848335
1289, 0.899328
1290, 0.874987
1291, 0.897157
1292, 0.785807
1293, 0.893772
1294, 0.401685
1295, 0.862637
1296, 0.898700
1297, 0.871581
1298, 0.887804
1299, 0.903273
1300, 0.870408
1301, 0.890837
1302, 0.866400
1303, 0.718478
1304, 0.872696
1305, 0.901247
1306, 0.893225
1307, 0.868906
1308, 0.901986
1309, 0.895769
1310, 0.725758
1311, 0.902936
1312, 0.901498
1313, 0.850645
1314, 0.863840
1315, 0.875607
1316, 0.883462
1317, 0.719749
1318, 0.898192
1319, 0.891358
1320, 0.897449
1321, 0.903310
1322, 0.804178
1323, 0.857439
1324, 0.894831
1325, 0.840849
1326, 0.900345
1327, 0.896159
1328, 0.893403
1329, 0.809946
1330, 0.899999
1331, 0.878425
1332, 0.902897
1333, 0.873097
1334, 0.898309
1335, 0.868462
1336, 0.883915
1337, 0.900559
1338, 0.888041
1339, 0.567287
1340, 0.828649
1341, 0.900953
1342, 0.900268
1343, 0.884295
1344, 0.887697
1345, 0.886057
1346, 0.898786
1347, 0.843455
1348, 0.863872
1349, 0.677982
1350, 0.901494
1351, 0.892690
1352, 0.891684
1353, 0.902672
1354, 0.899830
1355, 0.883783
1356, 0.851045
1357, 0.862251
1358, 0.868271
1359, 0.864751
1360, 0.903292
1361, 0.817279
1362, 0.903111
1363, 0.902642
1364, 0.898129
1365, 0.886987
1366, 0.900020
1367, 0.892941
1368, 0.769882
1369, 0.364325
1370, 0.903018
1371, 0.844328
1372, 0.880702
1373, 0.900981
1374, 0.869356
1375, 0.760458
1376, 0.898542
1377, 0.745624
1378, 0.900090
1379, 0.902005
1380, 0.903417
1381, 0.739161
1382, 0.832751
1383, 0.895464
1384, 0.902585
1385, 0.886188
1386, 0.901332
1387, 0.879896
1388, 0.667492
1389, 0.855470
1390, 0.879227
1391, 0.881454
1392, 0.863789
1393, 0.891901
1394, 0.865618
1395, 0.890703
1396, 0.895607
1397, 0.894127
1398, 0.899084
1399, 0.685547
1400, 0.785535
1401, 0.882217
1402, 0.899095
1403, 0.898307
1404, 0.851751
1405, 0.887607
1406, 0.899346
1407, 0.859883
1408, 0.895532
1409, 0.897494
1410, 0.900525
1411, 0.898554
1412, 0.902547
1413, 0.897929
1414, 0.897518
1415, 0.900930
1416, 0.899586
1417, 0.885050
1418, 0.902838
1419, 0.426599
1420, 0.894418
1421, 0.862438
1422, 0.862102
1423, 0.903501
1424, 0.820927
1425, 0.902707
1426, 0.901168
1427, 0.866065
1428, 0.899003
1429, 0.896549
1430, 0.883424
1431, 0.828520
1432, 0.899933
1433, 0.881720
1434, 0.903087
1435, 0.898515
1436, 0.424732
1437, 0.880353
1438, 0.902961
1439, 0.898725
1440, 0.551421
1441, 0.869013
1442, 0.901873
1443, 0.903363
1444, 0.890823
1445, 0.902773
1446, 0.511570
1447, 0.849943
1448, 0.882643
1449, 0.902537
1450, 0.903104
1451, 0.845376
1452, 0.886751
1453, 0.900339
1454, 0.901364
1455, 0.897060
1456, 0.684492
1457, 0.896984
1458, 0.902212
1459, 0.901100
1460, 0.896364
1461, 0.902345
1462, 0.896283
1463, 0.821194
1464, 0.902364
1465, 0.899258
1466, 0.901179
1467, 0.869819
1468, 0.903361
1469, 0.729639
1470, 0.884989
1471, 0.694424
1472, 0.866036
1473, 0.901683
1474, 0.890988
1475, 0.761965
1476, 0.838233
1477, 0.893686
1478, 0.902162
1479, 0.836847
1480, 0.900245
1481, 0.901590
1482, 0.856883
1483, 0.903172
1484, 0.900184
1485, 0.413804
1486, 0.384724
1487, 0.844855
1488, 0.901457
1489, 0.886293
1490, 0.895949
1491, 0.891105
1492, 0.893849
1493, 0.874624
1494, 0.842768
1495, 0.724963
1496, 0.899371
1497, 0.900350
1498, 0.846948
1499, 0.879255
1500, 0.902453
1501, 0.840728
1502, 0.859757
1503, 0.829856
1504, 0.787648
1505, 0.902462
1506, 0.820691
1507, 0.895511
1508, 0.893344
1509, 0.860679
1510, 0.901985
1511, 0.902910
1512, 0.897013
1513, 0.898290
1514, 0.884971
1515, 0.900934
1516, 0.901833
1517, 0.734133
1518, 0.792749
1519, 0.885094
1520, 0.825655
1521, 0.868740
1522, 0.876229
1523, 0.897987
1524, 0.902841
1525, 0.874939
1526, 0.832451
1527, 0.852857
1528, 0.849929
1529, 0.894935
1530, 0.893207
1531, 0.890961
1532, 0.811638
1533, 0.747420
1534, 0.856868
1535, 0.900369
1536, 0.876142
1537, 0.621148
1538, 0.889232
1539, 0.902693
1540, 0.902167
1541, 0.780742
1542, 0.902807
1543, 0.878588
1544, 0.879329
1545, 0.902282
1546, 0.902370
1547, 0.848446
1548, 0.881087
1549, 0.854993
1550, 0.898024
1551, 0.898235
1552, 0.871020
1553, 0.844246
1554, 0.883305
1555, 0.675298
1556, 0.897551
1557, 0.903270
1558, 0.378805
1559, 0.865534
1560, 0.743536
1561, 0.899419
1562, 0.869974
1563, 0.825464
1564, 0.900860
1565, 0.897015
1566, 0.898798
1567, 0.903222
1568, 0.902028
1569, 0.896619
1570, 0.677198
1571, 0.883491
1572, 0.897811
1573, 0.843926
1574, 0.902497
1575, 0.882475
1576, 0.897394
1577, 0.903149
1578, 0.887030
1579, 0.899231
1580, 0.884184
1581, 0.903369
1582, 0.866875
1583, 0.903222
1584, 0.902180
1585, 0.889946
1586, 0.838890
1587, 0.724026
1588, 0.792150
1589, 0.898327
1590, 0.903037
1591, 0.879384
1592, 0.901381
1593, 0.902050
1594, 0.705174
1595, 0.850302
1596, 0.898140
1597, 0.902015
1598, 0.898906
1599, 0.893384
1600, 0.902686
1601, 0.902429
1602, 0.902379
1603, 0.842834
1604, 0.899179
1605, 0.898937
1606, 0.891216
1607, 0.877931
1608, 0.880084
1609, 0.895368
1610, 0.900636
1611, 0.898609
1612, 0.833135
1613, 0.898984
1614, 0.795536
1615, 0.869782
1616, 0.405806
1617, 0.510259
1618, 0.882960
1619, 0.817293
1620, 0.635217
1621, 0.646520
1622, 0.877144
1623, 0.362136
1624, 0.894539
1625, 0.903060
1626, 0.902324
1627, 0.899689
1628, 0.900631
1629, 0.864115
1630, 0.902485
1631, 0.901534
1632, 0.425705
1633, 0.768075
1634, 0.883757
1635, 0.901012
1636, 0.868060
1637, 0.899577
1638, 0.899455
1639, 0.876663
1640, 0.872743
1641, 0.901521
1642, 0.903586
1643, 0.878037
1644, 0.838783
1645, 0.900580
1646, 0.901761
1647, 0.435588
1648, 0.878746
1649, 0.878907
1650, 0.857414
1651, 0.519741
1652, 0.901254
1653, 0.899841
1654, 0.865040
1655, 0.870137
1656, 0.903484
1657, 0.903259
1658, 0.898477
1659, 0.874016
1660, 0.405751
1661, 0.877250
1662, 0.878767
1663, 0.901135
1664, 0.852740
1665, 0.867488
